,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,genre,duration
139,60,48.0,Mayores (feat. Bad Bunny),Becky G,6.0,2912577,-7.8%,https://www.youtube.com/watch?v=GMFewiplIbw,[],Unknown
140,62,43.0,Happy,Pharrell Williams,34.0,2841855,-19.7%,https://www.youtube.com/watch?v=ZbZSe6N_BXs,"['pop', 'urban contemporary', 'hip pop', 'hip hop', 'r&b', 'dance pop']",262226
141,63,55.0,B.E.D.,Jacquees,7.0,2705725,-3.8%,https://www.youtube.com/watch?v=ul1H_p_FeaA,"['tagalog rap', 'pinoy hip hop']",297857
142,66,53.0,Don’t Let Me Down (feat. Daya),The Chainsmokers,52.0,2601774,-8.7%,https://www.youtube.com/watch?v=Io0fBr1XBUA,[],Unknown
143,70,61.0,Idfc (Tarro Remix),blackbear,18.0,2592344,-2.7%,https://www.youtube.com/watch?v=gxE4ngu78Ro,[],Unknown
144,73,58.0,When We,Tank,4.0,2569472,-7%,https://www.youtube.com/watch?v=QRF9TgkBCjc,"['r&b', 'urban contemporary', 'pop r&b']",309120
145,74,40.0,Corrido De Juanito,Calibre 50,5.0,2566241,-28%,https://www.youtube.com/watch?v=pC7a27zE2fs,"['regional mexican', 'corrido', 'nuevo regional mexicano']",261973
146,77,66.0,"It's A Vibe (feat. Ty Dolla $ign, Trey Songz & Jhené Aiko)",2 Chainz,6.0,2540513,7%,https://www.youtube.com/watch?v=tU3p6mz-uxU,[],Unknown
147,78,69.0,Untouchable,YoungBoy Never Broke Again,19.0,2536906,9.9%,https://www.youtube.com/watch?v=ipM9SkIkwCY,"['post-teen pop', 'pop']",311040
148,79,26.0,Hi Bich,Bhad Bhabie,3.0,2529687,-43.4%,https://www.youtube.com/watch?v=1NyMSWqIJDQ,"['social media pop', 'pop', 'trap queen', 'viral rap', 'pop rap']",105130
149,82,85.0,There's Nothing Holdin' Me Back,Shawn Mendes,10.0,2491254,19.5%,https://www.youtube.com/watch?v=dT2owtxkU8k,"['pop', 'post-teen pop', 'viral pop', 'canadian pop', 'dance pop']",199440
150,84,79.0,LOYALTY. (feat. Rihanna),Kendrick Lamar,11.0,2430655,10%,https://www.youtube.com/watch?v=Dlh-dzB2U4Y,[],Unknown
151,86,67.0,Tennessee Whiskey,Chris Stapleton,6.0,2425926,2.3%,https://www.youtube.com/watch?v=4zAThXFOy2c,"['country rock', 'country', 'outlaw country']",179506
152,88,83.0,"What's My Name (Thomas Doherty, China Anne McClain & Dylan Playfair)","Thomas Doherty, China Anne McClain & Dylan Playfair",15.0,2403190,15%,https://www.youtube.com/watch?v=_dyvXcv3ej0,[],Unknown
153,89,91.0,Báilame,Nacho,4.0,2371198,17.1%,https://www.youtube.com/watch?v=a1J44C-PZ3E,"['latin hip hop', 'regional mexican', 'deep regional mexican', 'nuevo regional mexicano', 'sierreno', 'norteno', 'corrido']",167720
154,91,64.0,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,4.0,2360379,-2.1%,https://www.youtube.com/watch?v=nhNqbe6QENY,"['southern hip hop', 'trap', 'pop', 'rap', 'drill', 'vapor trap', 'indie soul', 'dmv rap', 'alternative r&b', 'underground hip hop', 'hip hop', 'r&b']",176702
155,92,70.0,Reggaetón Lento (Bailemos),CNCO,12.0,2341681,1.8%,https://www.youtube.com/watch?v=7jpqqBX-Myw,"['boy band', 'latin', 'latin pop', 'reggaeton']",222560
156,93,65.0,BUTTERFLY EFFECT,Travis Scott,5.0,2329135,-2%,https://www.youtube.com/watch?v=_EyZUTDAH0U,"['slap house', 'rap']",190557
157,94,86.0,Una Lady Como Tu,Manuel Turizo,4.0,2326163,13%,https://www.youtube.com/watch?v=VYtJAuoZxcc,['cumbia sonidera'],268800
158,96,75.0,Privacy,Chris Brown,20.0,2301597,2.3%,https://www.youtube.com/watch?v=Fq0xEpRDL9Q,"['r&b', 'pop', 'soul']",304160
159,97,78.0,Its Every Night Sis,RiceGum,10.0,2295962,2.9%,https://www.youtube.com/watch?v=-Zy28mVeVZw,['social media pop'],155193
160,1,1.0,Bodak Yellow,Cardi B,15.0,21670766,-0.5%,https://www.youtube.com/watch?v=PEGccV-NOm8,"['pop', 'rap', 'post-teen pop', 'dance pop', 'pop rap']",223712
161,2,2.0,Despacito (feat. Daddy Yankee),Luis Fonsi,39.0,13656202,11.2%,https://www.youtube.com/watch?v=kJQP7kiw5Fk,[],Unknown
162,3,5.0,1-800-273-8255 (feat. Alessia Cara & Khalid),Logic,8.0,11612768,1.2%,https://www.youtube.com/watch?v=Kb24RrHIbFk,[],Unknown
163,4,4.0,Look What You Made Me Do,Taylor Swift,7.0,11250315,-2.5%,https://www.youtube.com/watch?v=3tmd-ClpJxA,"['post-teen pop', 'pop']",211853
164,5,3.0,Bank Account,21 Savage,14.0,11198831,-4.5%,https://www.youtube.com/watch?v=sV2t3tW_JTQ,"['trap', 'atl hip hop', 'rap']",220306
165,6,6.0,Rake It Up (feat. Nicki Minaj),Yo Gotti,15.0,10631930,3.6%,https://www.youtube.com/watch?v=OrSadmwmmAs,"['southern hip hop', 'trap', 'pop', 'rap', 'hip pop', 'queens hip hop', 'post-teen pop', 'tennessee hip hop', 'hip hop', 'memphis hip hop', 'gangster rap', 'dance pop', 'dirty south rap', 'pop rap']",276333
166,7,9.0,Mi Gente (J Balvin & Willy William),J Balvin & Willy William,15.0,8863286,5.9%,https://www.youtube.com/watch?v=wnJ6LuUFpMo,[],Unknown
167,8,7.0,The Race,Tay-K,12.0,8818197,1.8%,https://www.youtube.com/watch?v=OYhXJaEbw7c,"['southern hip hop', 'trap', 'rap', 'pittsburgh rap', 'hip hop', 'pop rap']",335613
168,9,8.0,I Get the Bag (feat. Migos),Gucci Mane,8.0,8662949,1.9%,https://www.youtube.com/watch?v=uo14xGYwWd4,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'gangster rap', 'dirty south rap', 'pop rap']",233087
169,10,26.0,Hi Bich,Bhad Bhabie,3.0,8523348,90.6%,https://www.youtube.com/watch?v=1NyMSWqIJDQ,"['social media pop', 'pop', 'trap queen', 'viral rap', 'pop rap']",105130
170,11,12.0,The Weekend,SZA,11.0,7436834,1.6%,https://www.youtube.com/watch?v=cMD63TwzB1o,"['gangster rap', 'chicano rap', 'west coast rap']",245786
171,12,10.0,Too Good At Goodbyes,Sam Smith,5.0,6840721,-8.4%,https://www.youtube.com/watch?v=J_ub7Etch2U,"['post-teen pop', 'uk pop', 'pop', 'dance pop']",201000
172,13,15.0,XO TOUR Llif3,Lil Uzi Vert,30.0,6694301,6.7%,https://www.youtube.com/watch?v=WrsFXgQk5UI,[],171473
173,14,11.0,Gucci Gang,Lil Pump,6.0,6589428,-10.5%,https://www.youtube.com/watch?v=9alXo1OXTec,"['trap', 'emo rap', 'rap', 'vapor trap', 'miami hip hop']",124055
174,16,14.0,Believer,Imagine Dragons,31.0,6432828,-0.9%,https://www.youtube.com/watch?v=7wtfhZwyrcc,"['album rock', 'hard rock', 'metal', 'rock', 'birmingham metal']",316613
175,17,16.0,Unforgettable (feat. Swae Lee),French Montana,26.0,6321571,2.4%,https://www.youtube.com/watch?v=CTFtOOh47oo,[],Unknown
176,18,17.0,Young Dumb & Broke,Khalid,11.0,6158874,0.1%,https://www.youtube.com/watch?v=IPfJnp1guPc,"['post-teen pop', 'pop', 'alternative r&b']",202546
177,19,13.0,Rolex,Ayo & Teo,38.0,5988743,-10%,https://www.youtube.com/watch?v=lwk5OUII9Vc,"['pop', 'hip pop', 'australian hip hop', 'post-teen pop', 'dance pop', 'pop rap']",203898
178,20,18.0,Shape of You,Ed Sheeran,40.0,5833050,3.7%,https://www.youtube.com/watch?v=JGwWNGJdvx8,"['pop', 'uk pop']",233712
179,21,19.0,Congratulations (feat. Quavo),Post Malone,38.0,5365899,-1.7%,https://www.youtube.com/watch?v=SC4xMk98Pdc,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'dfw rap', 'melodic rap', 'pop rap']",218546
180,22,20.0,That's What I Like,Bruno Mars,33.0,5086699,1.7%,https://www.youtube.com/watch?v=PMivT7MJ41M,"['vocal jazz', 'easy listening', 'lounge', 'adult standards']",160333
181,23,22.0,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,17.0,5063372,7.4%,https://www.youtube.com/watch?v=fyaI4-5849w,"['southern hip hop', 'trap', 'pop', 'urban contemporary', 'rap', 'r&b', 'barbadian pop', 'miami hip hop', 'post-teen pop', 'hip hop', 'kentucky hip hop', 'dance pop', 'pop rap']",204664
182,25,30.0,Transportin',Kodak Black,8.0,4720102,13.4%,https://www.youtube.com/watch?v=Ns167_llTiA,"['southern hip hop', 'trap', 'rap', 'miami hip hop', 'florida rap', 'hip hop', 'melodic rap']",169344
183,26,23.0,"I'm The One (feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",DJ Khaled,24.0,4704471,1%,https://www.youtube.com/watch?v=weeI1G46q0o,[],Unknown
184,27,27.0,HUMBLE.,Kendrick Lamar,29.0,4618779,3.7%,https://www.youtube.com/watch?v=tvTRZJ-4EyI,"['hip hop', 'west coast rap', 'conscious hip hop', 'rap']",177000
185,28,21.0,New Rules,Dua Lipa,10.0,4462747,-9.6%,https://www.youtube.com/watch?v=k2qgadSvNyU,"['uk pop', 'pop', 'dance pop']",209320
186,29,24.0,Bad and Boujee (feat. Lil Uzi Vert),Migos,50.0,4444808,-3.9%,https://www.youtube.com/watch?v=S-sJp1FfG7Q,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'philly rap', 'melodic rap', 'pop rap']",343150
187,30,25.0,"Pills & Automobiles (feat. Yo Gotti, Kodak Black & A Boogie wit da Hoodie)",Chris Brown,6.0,4164208,-9.7%,https://www.youtube.com/watch?v=GTexe8c0eqw,[],Unknown
188,31,32.0,Mask Off,Future,27.0,4102376,0.9%,https://www.youtube.com/watch?v=xvZqHgFz51I,"['trap', 'southern hip hop', 'atl hip hop', 'rap', 'pop rap']",204600
189,32,28.0,Thunder,Imagine Dragons,3.0,4044800,-5.6%,https://www.youtube.com/watch?v=fKopy74weus,['g-house'],160005
190,33,29.0,do re mi (feat. Gucci Mane),blackbear,9.0,3978983,-4.5%,https://www.youtube.com/watch?v=dfzlUHOFQ5k,"['southern hip hop', 'trap', 'pop', 'atl hip hop', 'rap', 'electropop', 'hip hop', 'modern rock', 'gangster rap', 'dirty south rap', 'pop rap']",233705
191,34,33.0,Slippery (feat. Gucci Mane),Migos,21.0,3968509,3.3%,https://www.youtube.com/watch?v=Hm1YFszJWbQ,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'gangster rap', 'dirty south rap', 'pop rap']",304041
192,35,35.0,Escápate Conmigo (feat. Ozuna),Wisin,19.0,3913437,3.4%,https://www.youtube.com/watch?v=3X9wEwulYhk,"['latin hip hop', 'latin', 'puerto rican pop', 'tropical', 'reggaeton', 'trap latino']",232786
193,36,34.0,Love Galore (feat. Travis Scott),SZA,13.0,3675719,-3.8%,https://www.youtube.com/watch?v=hHXfCOjb3fk,"['pop', 'rap', 'slap house', 'r&b', 'pop rap']",275080
194,37,37.0,Attention (acoustic),Charlie Puth,24.0,3630557,-2.5%,https://www.youtube.com/watch?v=nfs8NYg7yQM,[],Unknown
195,41,41.0,When It Rains It Pours,Luke Combs,6.0,3472290,-2.5%,https://www.youtube.com/watch?v=uXyxFMbqKYA,"['hard rock', 'death metal', 'metal', 'speed metal', 'thrash metal', 'old school thrash', 'crossover thrash', 'groove metal']",260333
196,42,45.0,No Smoke,YoungBoy Never Broke Again,9.0,3457825,1.4%,https://www.youtube.com/watch?v=K3uMMjZGhnI,['detroit trap'],112744
197,43,44.0,Look at Me!,XXXTENTACION,36.0,3429018,-1.6%,https://www.youtube.com/watch?v=qku2WZ7aRYw,['pony'],226951
198,44,39.0,What Ifs (feat. Lauren Alaina),Kane Brown,9.0,3340440,-6.5%,https://www.youtube.com/watch?v=fM8V1XOI-14,"['country', 'country road', 'country dawn', 'modern country rock', 'country pop', 'contemporary country']",188253
199,45,47.0,Location,Khalid,34.0,3327172,2.8%,https://www.youtube.com/watch?v=by3yRdlQvzs,"['trap', 'plugg', 'atl hip hop', 'rap']",168783
200,46,49.0,Roll in Peace (feat. XXXTENTACION),Kodak Black,8.0,3325007,7%,https://www.youtube.com/watch?v=S0nbOenwCLw,"['southern hip hop', 'trap', 'emo rap', 'rap', 'miami hip hop', 'florida rap', 'hip hop', 'melodic rap']",213132
201,47,52.0,Imagine That,Kevin Gates,2.0,3308482,14.6%,https://www.youtube.com/watch?v=jXpY6OY4zmM,"['minneapolis sound', 'quiet storm', 'urban contemporary', 'hip pop', 'new jack swing', 'neo soul', 'hip hop', 'r&b', 'boy band', 'pop rap']",262933
202,48,46.0,Felices Los 4,Maluma,23.0,3297074,-1.1%,https://www.youtube.com/watch?v=t_jHrUE5IOk,[],284351
203,50,43.0,Happy,Pharrell Williams,34.0,3152320,-10.9%,https://www.youtube.com/watch?v=ZbZSe6N_BXs,"['pop', 'urban contemporary', 'hip pop', 'hip hop', 'r&b', 'dance pop']",262226
204,54,48.0,Mayores (feat. Bad Bunny),Becky G,6.0,3010868,-4.7%,https://www.youtube.com/watch?v=GMFewiplIbw,[],Unknown
205,59,60.0,Krippy Kush,Farruko,9.0,2895462,8.6%,https://www.youtube.com/watch?v=j1_JW7An2l0,[],232638
206,61,57.0,Strip That Down (feat. Quavo),Liam Payne,16.0,2805251,0.8%,https://www.youtube.com/watch?v=vSW2M-BB1NE,"['southern hip hop', 'trap', 'social media pop', 'pop', 'atl hip hop', 'rap', 'post-teen pop', 'hip hop', 'dance pop', 'melodic rap', 'pop rap']",202061
207,62,55.0,B.E.D.,Jacquees,7.0,2781644,-1.1%,https://www.youtube.com/watch?v=ul1H_p_FeaA,"['tagalog rap', 'pinoy hip hop']",297857
208,63,54.0,Swish Swish (feat. Nicki Minaj),Katy Perry,11.0,2779445,-1.8%,https://www.youtube.com/watch?v=iGk5fR-t5AU,"['pop', 'hip pop', 'queens hip hop', 'post-teen pop', 'dance pop', 'pop rap']",239986
209,64,51.0,Jocelyn Flores (feat. Shiloh Dynasty),XXXTENTACION,7.0,2766180,-5.1%,https://www.youtube.com/watch?v=FAucVNRx_mU,[],Unknown
210,66,42.0,Havana (feat. Young Thug),Camila Cabello,2.0,2758082,-22.1%,https://www.youtube.com/watch?v=BQ0mxQXmLsk,"['trap', 'pop', 'atl hip hop', 'atl trap', 'rap', 'electropop', 'post-teen pop', 'hip hop', 'gangster rap', 'dance pop', 'melodic rap', 'pop rap']",214773
211,68,59.0,DNA,BTS,4.0,2731655,2.1%,https://www.youtube.com/watch?v=MBdVXkSdhwU,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']",238733
212,69,58.0,When We,Tank,4.0,2723063,-1.5%,https://www.youtube.com/watch?v=QRF9TgkBCjc,"['r&b', 'urban contemporary', 'pop r&b']",309120
213,72,56.0,Dusk Till Dawn (feat. Sia),ZAYN,5.0,2685569,-3.6%,https://www.youtube.com/watch?v=tt2k8PGm-TI,[],Unknown
214,73,62.0,Praying,Kesha,11.0,2681023,1%,https://www.youtube.com/watch?v=v-Dur3uXXCQ,['canadian ccm'],233960
215,74,61.0,Idfc (Tarro Remix),blackbear,18.0,2656196,-0.3%,https://www.youtube.com/watch?v=gxE4ngu78Ro,[],Unknown
216,76,53.0,Don’t Let Me Down (feat. Daya),The Chainsmokers,52.0,2580474,-9.4%,https://www.youtube.com/watch?v=Io0fBr1XBUA,[],Unknown
217,77,31.0,Perfect,Ed Sheeran,2.0,2567268,-38%,https://www.youtube.com/watch?v=2Vv-BfVoq4g,"['pop punk', 'emo']",220360
218,79,66.0,"It's A Vibe (feat. Ty Dolla $ign, Trey Songz & Jhené Aiko)",2 Chainz,6.0,2541365,7%,https://www.youtube.com/watch?v=tU3p6mz-uxU,[],Unknown
219,86,69.0,Untouchable,YoungBoy Never Broke Again,19.0,2477348,7.3%,https://www.youtube.com/watch?v=ipM9SkIkwCY,"['post-teen pop', 'pop']",311040
220,87,65.0,BUTTERFLY EFFECT,Travis Scott,5.0,2459722,3.5%,https://www.youtube.com/watch?v=_EyZUTDAH0U,"['slap house', 'rap']",190557
221,88,40.0,Corrido De Juanito,Calibre 50,5.0,2444518,-31.4%,https://www.youtube.com/watch?v=pC7a27zE2fs,"['regional mexican', 'corrido', 'nuevo regional mexicano']",261973
222,91,67.0,Tennessee Whiskey,Chris Stapleton,6.0,2366929,-0.2%,https://www.youtube.com/watch?v=4zAThXFOy2c,"['country rock', 'country', 'outlaw country']",179506
223,92,78.0,Its Every Night Sis,RiceGum,10.0,2349352,5.3%,https://www.youtube.com/watch?v=-Zy28mVeVZw,['social media pop'],155193
224,93,64.0,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,4.0,2341778,-2.9%,https://www.youtube.com/watch?v=nhNqbe6QENY,"['southern hip hop', 'trap', 'pop', 'rap', 'drill', 'vapor trap', 'indie soul', 'dmv rap', 'alternative r&b', 'underground hip hop', 'hip hop', 'r&b']",176702
225,94,79.0,LOYALTY. (feat. Rihanna),Kendrick Lamar,11.0,2339288,5.9%,https://www.youtube.com/watch?v=Dlh-dzB2U4Y,[],Unknown
226,96,82.0,What Lovers Do (feat. SZA),Maroon 5,2.0,2315594,10.7%,https://www.youtube.com/watch?v=5Wiio4KoGe8,"['pop rock', 'pop', 'r&b', 'pop rap']",199849
227,98,36.0,Relationship (feat. Future),Young Thug,2.0,2302082,-39.1%,https://www.youtube.com/watch?v=dwWs7ZnGekc,"['trap', 'southern hip hop', 'atl trap', 'atl hip hop', 'rap', 'hip hop', 'gangster rap', 'melodic rap', 'pop rap']",215306
228,99,38.0,Drowning,A Boogie Wit Da Hoodie,2.0,2292857,-35.9%,https://www.youtube.com/watch?v=fUtlqtdn1Xo,"['neo mellow', 'pop rock', 'mellow gold']",301600
229,1,1.0,Bodak Yellow,Cardi B,15.0,21772458,0.5%,https://www.youtube.com/watch?v=PEGccV-NOm8,"['pop', 'rap', 'post-teen pop', 'dance pop', 'pop rap']",223712
230,2,2.0,Despacito (feat. Daddy Yankee),Luis Fonsi,39.0,12282119,-10.1%,https://www.youtube.com/watch?v=kJQP7kiw5Fk,[],Unknown
231,3,5.0,Bank Account,21 Savage,14.0,11732182,4.8%,https://www.youtube.com/watch?v=sV2t3tW_JTQ,"['trap', 'atl hip hop', 'rap']",220306
232,4,4.0,Look What You Made Me Do,Taylor Swift,7.0,11534987,2.5%,https://www.youtube.com/watch?v=3tmd-ClpJxA,"['post-teen pop', 'pop']",211853
233,5,3.0,1-800-273-8255 (feat. Alessia Cara & Khalid),Logic,8.0,11476279,-1.2%,https://www.youtube.com/watch?v=Kb24RrHIbFk,[],Unknown
234,6,6.0,Rake It Up (feat. Nicki Minaj),Yo Gotti,15.0,10264372,-3.5%,https://www.youtube.com/watch?v=OrSadmwmmAs,"['southern hip hop', 'trap', 'pop', 'rap', 'hip pop', 'queens hip hop', 'post-teen pop', 'tennessee hip hop', 'hip hop', 'memphis hip hop', 'gangster rap', 'dance pop', 'dirty south rap', 'pop rap']",276333
235,7,8.0,The Race,Tay-K,12.0,8660177,-1.8%,https://www.youtube.com/watch?v=OYhXJaEbw7c,"['southern hip hop', 'trap', 'rap', 'pittsburgh rap', 'hip hop', 'pop rap']",335613
236,8,9.0,I Get the Bag (feat. Migos),Gucci Mane,8.0,8500061,-1.9%,https://www.youtube.com/watch?v=uo14xGYwWd4,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'gangster rap', 'dirty south rap', 'pop rap']",233087
237,9,7.0,Mi Gente (J Balvin & Willy William),J Balvin & Willy William,15.0,8370562,-5.6%,https://www.youtube.com/watch?v=wnJ6LuUFpMo,[],Unknown
238,10,12.0,Too Good At Goodbyes,Sam Smith,5.0,7471888,9.2%,https://www.youtube.com/watch?v=J_ub7Etch2U,"['post-teen pop', 'uk pop', 'pop', 'dance pop']",201000
239,11,14.0,Gucci Gang,Lil Pump,6.0,7362626,11.7%,https://www.youtube.com/watch?v=9alXo1OXTec,"['trap', 'emo rap', 'rap', 'vapor trap', 'miami hip hop']",124055
240,12,11.0,The Weekend,SZA,11.0,7319994,-1.6%,https://www.youtube.com/watch?v=cMD63TwzB1o,"['gangster rap', 'chicano rap', 'west coast rap']",245786
241,13,19.0,Rolex,Ayo & Teo,38.0,6657482,11.2%,https://www.youtube.com/watch?v=lwk5OUII9Vc,"['pop', 'hip pop', 'australian hip hop', 'post-teen pop', 'dance pop', 'pop rap']",203898
242,14,16.0,Believer,Imagine Dragons,31.0,6494040,1%,https://www.youtube.com/watch?v=7wtfhZwyrcc,"['album rock', 'hard rock', 'metal', 'rock', 'birmingham metal']",316613
243,15,13.0,XO TOUR Llif3,Lil Uzi Vert,30.0,6276546,-6.2%,https://www.youtube.com/watch?v=WrsFXgQk5UI,[],171473
244,16,17.0,Unforgettable (feat. Swae Lee),French Montana,26.0,6176139,-2.3%,https://www.youtube.com/watch?v=CTFtOOh47oo,[],Unknown
245,17,18.0,Young Dumb & Broke,Khalid,11.0,6153477,-0.1%,https://www.youtube.com/watch?v=IPfJnp1guPc,"['post-teen pop', 'pop', 'alternative r&b']",202546
246,18,20.0,Shape of You,Ed Sheeran,40.0,5624208,-3.6%,https://www.youtube.com/watch?v=JGwWNGJdvx8,"['pop', 'uk pop']",233712
247,19,21.0,Congratulations (feat. Quavo),Post Malone,38.0,5460455,1.8%,https://www.youtube.com/watch?v=SC4xMk98Pdc,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'dfw rap', 'melodic rap', 'pop rap']",218546
248,20,22.0,That's What I Like,Bruno Mars,33.0,5003149,-1.6%,https://www.youtube.com/watch?v=PMivT7MJ41M,"['vocal jazz', 'easy listening', 'lounge', 'adult standards']",160333
249,21,28.0,New Rules,Dua Lipa,10.0,4936579,10.6%,https://www.youtube.com/watch?v=k2qgadSvNyU,"['uk pop', 'pop', 'dance pop']",209320
250,22,23.0,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,17.0,4714745,-6.9%,https://www.youtube.com/watch?v=fyaI4-5849w,"['southern hip hop', 'trap', 'pop', 'urban contemporary', 'rap', 'r&b', 'barbadian pop', 'miami hip hop', 'post-teen pop', 'hip hop', 'kentucky hip hop', 'dance pop', 'pop rap']",204664
251,23,26.0,"I'm The One (feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",DJ Khaled,24.0,4659143,-1%,https://www.youtube.com/watch?v=weeI1G46q0o,[],Unknown
252,24,29.0,Bad and Boujee (feat. Lil Uzi Vert),Migos,50.0,4625968,4.1%,https://www.youtube.com/watch?v=S-sJp1FfG7Q,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'philly rap', 'melodic rap', 'pop rap']",343150
253,25,30.0,"Pills & Automobiles (feat. Yo Gotti, Kodak Black & A Boogie wit da Hoodie)",Chris Brown,6.0,4612509,10.8%,https://www.youtube.com/watch?v=GTexe8c0eqw,[],Unknown
254,26,10.0,Hi Bich,Bhad Bhabie,3.0,4472895,-47.5%,https://www.youtube.com/watch?v=1NyMSWqIJDQ,"['social media pop', 'pop', 'trap queen', 'viral rap', 'pop rap']",105130
255,27,27.0,HUMBLE.,Kendrick Lamar,29.0,4452610,-3.6%,https://www.youtube.com/watch?v=tvTRZJ-4EyI,"['hip hop', 'west coast rap', 'conscious hip hop', 'rap']",177000
256,28,32.0,Thunder,Imagine Dragons,3.0,4285184,5.9%,https://www.youtube.com/watch?v=fKopy74weus,['g-house'],160005
257,29,33.0,do re mi (feat. Gucci Mane),blackbear,9.0,4166167,4.7%,https://www.youtube.com/watch?v=dfzlUHOFQ5k,"['southern hip hop', 'trap', 'pop', 'atl hip hop', 'rap', 'electropop', 'hip hop', 'modern rock', 'gangster rap', 'dirty south rap', 'pop rap']",233705
258,30,25.0,Transportin',Kodak Black,8.0,4161874,-11.8%,https://www.youtube.com/watch?v=Ns167_llTiA,"['southern hip hop', 'trap', 'rap', 'miami hip hop', 'florida rap', 'hip hop', 'melodic rap']",169344
259,31,77.0,Perfect,Ed Sheeran,2.0,4139099,61.2%,https://www.youtube.com/watch?v=2Vv-BfVoq4g,"['pop punk', 'emo']",220360
260,32,31.0,Mask Off,Future,27.0,4064752,-0.9%,https://www.youtube.com/watch?v=xvZqHgFz51I,"['trap', 'southern hip hop', 'atl hip hop', 'rap', 'pop rap']",204600
261,33,34.0,Slippery (feat. Gucci Mane),Migos,21.0,3842528,-3.2%,https://www.youtube.com/watch?v=Hm1YFszJWbQ,"['southern hip hop', 'trap', 'atl hip hop', 'rap', 'hip hop', 'gangster rap', 'dirty south rap', 'pop rap']",304041
262,34,36.0,Love Galore (feat. Travis Scott),SZA,13.0,3819963,3.9%,https://www.youtube.com/watch?v=hHXfCOjb3fk,"['pop', 'rap', 'slap house', 'r&b', 'pop rap']",275080
263,35,35.0,Escápate Conmigo (feat. Ozuna),Wisin,19.0,3785898,-3.3%,https://www.youtube.com/watch?v=3X9wEwulYhk,"['latin hip hop', 'latin', 'puerto rican pop', 'tropical', 'reggaeton', 'trap latino']",232786
264,36,98.0,Relationship (feat. Future),Young Thug,2.0,3780501,64.2%,https://www.youtube.com/watch?v=dwWs7ZnGekc,"['trap', 'southern hip hop', 'atl trap', 'atl hip hop', 'rap', 'hip hop', 'gangster rap', 'melodic rap', 'pop rap']",215306
265,37,37.0,Attention (acoustic),Charlie Puth,24.0,3722314,2.5%,https://www.youtube.com/watch?v=nfs8NYg7yQM,[],Unknown
266,38,99.0,Drowning,A Boogie Wit da Hoodie,2.0,3578689,56.1%,https://www.youtube.com/watch?v=fUtlqtdn1Xo,"['neo mellow', 'pop rock', 'mellow gold']",301600
